"order_id,customer_id,restaurant_id,order_date,delivery_time,order_amount,order_status"
"1055,146,139,2026-01-13 16:25:48,27,500.27,Delivered"
"1056,62,146,2026-01-14 18:26:53,40,720.58, Cancelled"
"1057,117,104,2026-02-03 14:54:56,49,220.42, Cancelled"
"1058,143,145,2026-02-03 18:59:14,23,845.46,Delivered"
"1059,34,123,2026-01-02 18:25:30,51,474.7, Cancelled"
"1060,42,125,2026-01-28 22:59:39,24,830.29,Delivered"
"1061,34,112,2026-02-11 15:24:12,38,589.63, Cancelled"
"1062,167,121,2026-02-03 02:43:30,20,421.93, Cancelled"
"1063,167,123,2026-01-24 15:47:02,41,272.75, Cancelled"
"1064,86,129,2026-02-03 09:36:38,30,712.52,Delivered"
"1065,169,112,2026-01-15 17:16:51,34,402.92,Pending"
"1066,131,116,2026-02-01 08:58:06,38,661.99,Delivered"
"1067,131,115,2026-02-04 17:28:57,29,315.31,Delivered"
"1068,43,101,2026-01-21 04:53:02,48,989.57,Pending"
"1069,32,141,2026-02-10 21:56:33,60,816.39,Pending"
"1070,159,143,2026-02-02 15:36:23,37,996.51,Pending"
"1071,7,120,2026-02-07 08:33:15,28,343.51,Pending"
"1072,105,147,2026-02-04 12:49:20,41,496.68, Cancelled"
"1073,27,123,2026-01-09 17:06:06,46,841.82,Delivered"
"1074,85,130,2026-01-30 14:14:30,40,221.95, Cancelled"
"1075,124,122,2026-01-21 13:29:08,45,782.55,Delivered"
"1076,177,150,2026-02-04 12:54:08,36,459.12, Cancelled"
"1077,91,127,2026-02-04 06:48:39,42,222.44, Cancelled"
"1078,109,104,2026-02-03 23:22:11,49,848.72, Cancelled"
"1079,106,140,2026-02-12 08:32:00,42,328.5, Cancelled"
"1080,48,118,2026-01-17 02:32:00,57,878.7,Delivered"
"1081,53,122,2026-02-02 10:04:38,58,753.54,Pending"
"1082,189,129,2026-01-21 06:20:13,58,438.27, Cancelled"
"1083,53,114,2026-02-05 22:13:32,48,206.92,Delivered"
"1084,174,102,2026-01-11 21:12:59,30,321.55,Pending"
"1085,96,137,2026-01-04 07:23:35,31,979.33,Delivered"
"1086,193,135,2026-01-16 21:43:53,29,275.94,Delivered"
"1087,121,134,2026-02-07 21:28:10,40,549.2,Delivered"
"1088,4,107,2026-02-09 19:06:07,50,700.93, Cancelled"
"1089,98,128,2026-02-10 22:18:32,36,929.06, Cancelled"
"1090,145,143,2026-02-06 23:08:22,56,489.87,Delivered"
"1091,109,138,2026-01-31 18:45:38,31,335.18,Pending"
"1092,66,113,2026-01-20 02:04:15,32,681.71,Pending"
"1093,168,143,2026-01-16 21:16:26,26,334.91, Cancelled"
"1094,172,117,2026-01-04 00:36:33,28,477.18,Delivered"
"1095,98,114,2026-01-09 17:20:52,50,591.84, Cancelled"
"1096,141,142,2026-02-06 02:43:52,46,551.96,Delivered"
"1097,157,128,2026-01-23 02:42:49,36,513.05,Delivered"
"1098,166,142,2026-01-03 19:44:39,57,951.27,Pending"
"1099,199,104,2026-01-05 06:55:49,56,801.69,Pending"
"1100,139,125,2026-01-19 10:05:58,45,280.84,Pending"
"1101,109,143,2026-01-23 07:07:36,47,621.06, Cancelled"
"1102,22,126,2026-01-03 03:39:06,44,851.63,Delivered"
"1103,43,135,2026-02-01 01:04:26,55,958.89,Delivered"
"1104,165,127,2026-02-06 12:56:27,29,839.44,Pending"
"1105,171,124,2026-01-27 19:58:17,28,601.71,Pending"
"1106,33,120,2026-01-17 07:21:11,59,727.75, Cancelled"
"1107,23,145,2026-01-21 00:20:00,36,310.13,Delivered"
"1108,48,105,2026-02-13 09:13:37,33,611.53,Delivered"
"1109,101,108,2026-01-20 21:22:22,33,234.27, Cancelled"
"1110,88,109,2026-01-09 20:55:12,29,798.17, Cancelled"
"1111,164,118,2026-01-30 07:22:23,41,240.23,Pending"
"1112,42,144,2026-01-09 14:00:13,23,694.57, Cancelled"
"1113,114,117,2026-01-03 19:40:52,48,727.51,Delivered"
"1114,41,132,2026-01-14 04:04:34,47,813.53,Pending"
"1115,80,142,2026-02-09 06:25:26,55,833.77,Delivered"
"1116,68,101,2026-02-07 17:12:12,33,459.71, Cancelled"
"1117,186,150,2026-02-12 20:18:49,25,353.59, Cancelled"
"1118,173,112,2026-01-22 04:10:41,49,526.35,Delivered"
"1119,15,146,2026-01-06 21:51:30,34,430.62, Cancelled"
"1120,67,124,2026-01-28 05:53:17,24,354.04, Cancelled"
"1121,171,115,2026-02-03 23:14:16,40,404.73,Pending"
"1122,152,104,2026-01-02 16:28:51,55,360.2,Pending"
"1123,121,108,2026-02-06 20:57:35,41,822.67,Pending"
"1124,141,110,2026-02-03 07:53:56,36,357.55,Delivered"
"1125,1,141,2026-01-28 04:59:37,33,613.75,Delivered"
"1126,198,116,2026-01-08 15:00:29,29,259.75,Delivered"
"1127,49,138,2026-01-11 17:49:51,48,725.32,Delivered"
"1128,90,135,2026-01-30 13:41:30,39,982.22,Pending"
"1129,142,147,2026-01-01 19:05:00,31,746.58, Cancelled"
"1130,160,112,2026-01-09 04:54:49,43,774.14, Cancelled"
"1131,124,143,2026-01-11 16:55:11,31,326.23, Cancelled"
"1132,68,142,2026-01-09 08:50:11,48,742.72,Pending"
"1133,190,149,2026-02-13 07:46:57,49,985.37,Pending"
"1134,83,142,2026-01-16 20:59:30,27,595.29,Pending"
"1135,38,128,2026-01-10 12:21:38,39,264.61, Cancelled"
"1136,190,121,2026-01-01 20:28:19,36,425.55,Pending"
"1137,7,121,2026-02-01 14:59:18,40,868.04, Cancelled"
"1138,154,136,2026-01-27 18:48:03,38,879.16,Pending"
"1139,173,122,2026-01-18 06:34:20,25,858.11,Pending"
"1140,73,124,2026-02-04 08:09:11,41,668.24,Delivered"
"1141,135,148,2026-01-19 16:42:12,60,651.6,Delivered"
"1142,105,147,2026-01-06 07:31:51,28,484.28,Pending"
"1143,43,135,2026-01-28 22:58:26,57,880.97,Delivered"
"1144,186,139,2026-01-13 11:26:29,35,366.71, Cancelled"
"1145,31,145,2026-01-10 23:33:09,48,670.01,Delivered"
"1146,14,130,2026-01-11 04:42:54,41,662.58, Cancelled"
"1147,39,103,2026-02-09 14:26:25,58,461.89,Delivered"
"1148,190,131,2026-01-03 12:43:49,23,514.17,Delivered"
"1149,132,103,2026-01-19 01:46:56,34,332.87, Cancelled"
"1150,117,147,2026-01-19 15:54:27,51,484.67,Pending"
"1151,1,102,2026-01-21 00:13:28,21,677.52,Pending"
"1152,199,132,2026-02-13 04:54:53,50,296.55,Delivered"
"1153,79,112,2026-01-03 18:13:34,45,838.13,Delivered"
"1154,5,147,2026-01-01 23:46:10,41,492.13,Delivered"
"1155,3,142,2026-01-04 06:35:59,48,479.37,Pending"
"1156,99,144,2026-01-03 18:09:17,37,600.16, Cancelled"
"1157,166,136,2026-01-04 09:35:08,42,318.2,Delivered"
"1158,171,149,2026-01-28 13:08:58,60,444.73, Cancelled"
"1159,106,129,2026-02-02 22:35:52,58,532.66, Cancelled"
"1160,165,104,2026-01-25 12:48:23,59,723.03,Delivered"
"1161,102,116,2026-01-02 19:59:58,57,309.74,Pending"
"1162,130,102,2026-01-01 06:11:53,42,700.27,Pending"
"1163,90,119,2026-01-08 05:03:51,26,925.72,Delivered"
"1164,154,126,2026-02-11 18:29:46,28,795.68,Pending"
"1165,187,105,2026-01-05 08:30:42,23,266.32,Pending"
"1166,37,150,2026-01-29 23:55:13,54,935.15,Pending"
"1167,101,134,2026-02-02 01:57:37,60,483.92,Delivered"
"1168,72,142,2026-02-11 15:53:55,27,706.9,Pending"
"1169,122,118,2026-01-05 05:53:02,25,944.58,Pending"
"1170,125,134,2026-01-06 06:32:55,34,843.48,Delivered"
"1171,178,143,2026-02-11 06:51:29,49,406.44,Delivered"
"1172,49,113,2026-01-27 16:55:27,32,486.1,Pending"
"1173,56,116,2026-02-06 03:38:36,44,894.85, Cancelled"
"1174,178,135,2026-01-17 16:28:56,56,860.6, Cancelled"
"1175,95,121,2026-01-01 10:52:53,28,873.39,Delivered"
"1176,193,128,2026-01-23 18:22:34,56,930.02,Pending"
"1177,136,105,2026-01-12 08:02:45,39,797.48,Delivered"
"1178,171,138,2026-01-09 13:02:34,41,746.59, Cancelled"
"1179,187,148,2026-01-28 01:06:59,50,904.0,Pending"
"1180,179,144,2026-02-04 20:25:47,55,965.95,Pending"
"1181,63,147,2026-01-13 09:38:46,43,859.19,Pending"
"1182,12,123,2026-02-02 10:44:47,38,264.94,Delivered"
"1183,130,133,2026-01-18 03:52:41,59,782.64,Delivered"
"1184,120,101,2026-01-10 00:20:17,25,880.58,Delivered"
"1185,175,126,2026-02-09 21:10:01,27,841.73, Cancelled"
"1186,170,143,2026-01-01 07:28:40,23,798.97,Delivered"
"1187,134,142,2026-01-20 01:46:19,33,303.04,Delivered"
"1188,63,111,2026-01-19 17:45:01,35,813.21,Pending"
"1189,58,117,2026-01-07 12:16:34,48,353.32, Cancelled"
"1190,93,102,2026-02-05 04:44:45,52,656.56,Delivered"
"1191,3,102,2026-01-22 19:22:42,23,639.66, Cancelled"
"1192,19,144,2026-01-12 07:49:44,54,768.37,Pending"
"1193,27,112,2026-01-01 15:37:31,25,509.54,Delivered"
"1194,60,135,2026-01-19 17:03:23,52,297.47, Cancelled"
"1195,26,131,2026-01-27 16:27:29,47,550.86,Pending"
"1196,23,143,2026-01-16 19:07:49,52,924.46,Delivered"
"1197,37,120,2026-01-25 14:06:15,27,963.34, Cancelled"
"1198,103,122,2026-02-11 09:20:17,37,630.4,Delivered"
"1199,155,136,2026-02-05 00:52:00,42,592.03, Cancelled"
"1200,191,103,2026-01-20 03:31:52,58,473.7, Cancelled"
"1201,108,136,2026-01-13 17:10:37,25,318.7,Delivered"
"1202,150,142,2026-02-08 11:55:04,58,686.22, Cancelled"
"1203,110,132,2026-02-05 12:44:45,47,221.38, Cancelled"
"1204,187,142,2026-01-11 15:07:32,35,759.8,Pending"
"1205,97,110,2026-01-15 12:13:50,39,645.84,Delivered"
"1206,104,123,2026-01-21 20:16:43,25,535.9,Delivered"
"1207,76,117,2026-01-15 15:11:03,47,960.6, Cancelled"
"1208,60,101,2026-01-07 21:47:16,54,722.81, Cancelled"
"1209,174,104,2026-01-20 01:27:54,52,721.07,Pending"
"1210,175,108,2026-02-12 17:51:54,28,601.96,Pending"
"1211,69,120,2026-01-10 17:01:50,49,480.27,Pending"
"1212,127,126,2026-01-17 14:26:24,43,695.88, Cancelled"
"1213,94,130,2026-01-11 02:37:46,47,826.15, Cancelled"
"1214,192,142,2026-01-10 19:21:17,25,935.63,Pending"
"1215,85,139,2026-02-05 13:10:45,58,354.75, Cancelled"
"1216,73,107,2026-01-25 00:30:20,41,879.72, Cancelled"
"1217,5,149,2026-01-14 00:52:52,57,217.52,Delivered"
"1218,128,143,2026-01-27 12:33:55,30,602.75,Delivered"
"1219,161,105,2026-02-04 23:41:30,46,704.65,Delivered"
"1220,22,136,2026-01-21 17:27:44,41,962.04,Pending"
"1221,198,143,2026-02-12 12:56:57,24,642.02, Cancelled"
"1222,105,136,2026-02-06 23:18:23,25,539.93, Cancelled"
"1223,47,126,2026-01-31 09:53:10,53,451.48, Cancelled"
"1224,119,128,2026-02-08 06:39:06,58,600.3,Pending"
"1225,156,101,2026-01-08 16:14:17,29,295.04, Cancelled"
"1226,120,131,2026-01-27 13:43:27,35,821.34,Delivered"
"1227,35,148,2026-01-26 17:23:20,49,787.16, Cancelled"
"1228,105,136,2026-01-06 09:41:27,56,298.23,Delivered"
"1229,45,133,2026-01-25 17:10:10,26,291.34,Pending"
"1230,17,129,2026-01-15 20:33:25,36,582.3,Pending"
"1231,154,110,2026-02-08 17:20:11,54,713.87,Delivered"
"1232,127,137,2026-02-07 04:58:58,46,446.45,Pending"
"1233,95,118,2026-02-12 22:47:32,24,584.69, Cancelled"
"1234,184,137,2026-02-11 18:24:52,53,207.94,Delivered"
"1235,185,129,2026-01-16 15:12:09,55,341.87,Pending"
"1236,3,125,2026-01-14 06:21:58,54,398.97, Cancelled"
"1237,47,109,2026-01-02 07:55:10,22,434.66, Cancelled"
"1238,147,108,2026-01-19 19:14:29,48,697.37, Cancelled"
"1239,44,126,2026-01-01 03:02:58,28,680.89,Pending"
"1240,193,136,2026-01-14 16:09:42,45,525.94,Delivered"
"1241,194,122,2026-01-23 06:44:28,31,366.76,Pending"
"1242,129,123,2026-02-02 14:01:08,48,264.49, Cancelled"
"1243,44,116,2026-01-13 03:51:51,45,357.21,Delivered"
"1244,112,108,2026-01-19 12:20:44,25,384.77, Cancelled"
"1245,164,130,2026-01-15 04:50:06,31,587.63,Pending"
"1246,9,112,2026-01-11 22:51:17,59,920.96,Delivered"
"1247,107,147,2026-01-21 09:14:14,22,217.76,Delivered"
"1248,198,110,2026-02-02 17:54:41,56,955.69,Delivered"
"1249,195,133,2026-01-22 16:11:04,21,387.91,Delivered"
"1250,54,145,2026-01-24 13:11:29,42,656.46,Delivered"
"1251,58,122,2026-01-01 10:39:45,55,220.46,Pending"
"1252,196,141,2026-02-05 11:30:53,27,280.5,Delivered"
"1253,47,126,2026-01-16 15:06:50,48,916.79,Delivered"
"1254,179,122,2026-01-18 15:34:51,36,466.13,Pending"
"1255,136,101,2026-02-12 12:28:34,51,651.01,Pending"
"1256,198,121,2026-01-25 03:54:37,51,235.8,Pending"
"1257,145,127,2026-02-01 18:28:41,21,513.48, Cancelled"
"1258,178,120,2026-02-04 20:56:03,49,307.33,Pending"
"1259,66,111,2026-02-03 18:16:13,48,273.09,Pending"
"1260,31,108,2026-01-22 04:39:14,44,858.58,Delivered"
"1261,33,144,2026-01-15 14:43:37,21,436.43,Delivered"
"1262,24,130,2026-02-10 08:49:13,24,629.6,Pending"
"1263,178,109,2026-01-25 07:46:29,32,583.0,Pending"
"1264,19,114,2026-01-16 00:43:40,58,338.87, Cancelled"
"1265,79,137,2026-01-04 01:41:32,42,365.91,Delivered"
"1266,139,117,2026-02-11 18:04:57,57,499.76, Cancelled"
"1267,128,130,2026-01-24 21:49:21,39,483.26,Delivered"
"1268,55,146,2026-01-22 07:03:25,46,287.5, Cancelled"
"1269,20,132,2026-01-12 09:19:30,50,467.17,Delivered"
"1270,76,101,2026-01-19 20:02:19,20,392.45,Delivered"
"1271,162,125,2026-01-09 19:27:15,22,381.53, Cancelled"
"1272,29,117,2026-01-28 10:52:52,36,493.2,Delivered"
"1273,42,128,2026-02-12 20:59:09,31,203.01,Pending"
"1274,56,147,2026-01-18 17:27:04,22,996.63, Cancelled"
"1275,4,124,2026-01-30 05:40:09,46,352.75,Delivered"
"1276,81,136,2026-01-17 05:04:44,56,281.56,Pending"
"1277,146,112,2026-01-05 09:31:48,21,808.38,Delivered"
"1278,78,150,2026-01-27 07:37:13,20,380.55,Pending"
"1279,55,126,2026-01-15 11:34:30,60,279.71, Cancelled"
"1280,84,103,2026-01-04 16:03:53,46,450.78, Cancelled"
"1281,105,119,2026-01-01 04:53:19,24,965.26,Delivered"
"1282,109,105,2026-01-24 05:20:49,40,810.32, Cancelled"
"1283,15,103,2026-01-05 03:08:44,41,852.73,Delivered"
"1284,99,120,2026-02-09 14:03:11,30,498.49,Pending"
"1285,192,131,2026-01-18 02:41:51,42,397.59,Delivered"
"1286,143,142,2026-01-07 14:14:25,36,729.32,Delivered"
"1287,200,141,2026-01-29 04:59:36,21,731.56,Pending"
"1288,176,147,2026-01-31 11:06:25,59,819.45, Cancelled"
"1289,182,148,2026-02-03 11:27:51,23,598.54,Delivered"
"1290,11,111,2026-02-04 02:24:32,21,960.18,Delivered"
"1291,7,118,2026-02-09 20:50:03,27,333.37,Pending"
"1292,163,117,2026-02-05 22:03:42,50,395.02,Pending"
"1293,166,147,2026-02-04 01:23:17,46,937.07,Delivered"
"1294,42,112,2026-01-03 16:39:29,35,795.71,Pending"
"1295,78,128,2026-01-11 18:02:24,60,286.99,Pending"
"1296,40,131,2026-02-06 07:55:40,51,247.57,Pending"
"1297,1,123,2026-02-13 05:34:44,59,207.11,Delivered"
"1298,103,147,2026-01-16 04:31:01,46,890.03,Delivered"
"1299,107,109,2026-01-08 19:53:36,47,480.8,Pending"
"1300,21,108,2026-01-25 09:15:49,29,359.32, Cancelled"
"1301,96,139,2026-02-01 05:45:24,60,486.06, Cancelled"
"1302,160,101,2026-01-20 15:33:57,38,408.99,Pending"
"1303,79,143,2026-01-20 12:33:01,46,830.91, Cancelled"
"1304,135,145,2026-01-17 22:00:08,46,298.0,Delivered"
"1305,46,123,2026-02-09 11:27:50,43,296.91,Delivered"
"1306,58,135,2026-01-05 18:11:15,22,284.62, Cancelled"
"1307,182,129,2026-01-20 12:13:06,50,886.9, Cancelled"
"1308,195,127,2026-01-25 19:54:23,52,896.77,Delivered"
"1309,7,122,2026-02-05 19:58:37,25,911.06,Delivered"
"1310,113,134,2026-01-05 18:56:01,23,437.7, Cancelled"
"1311,191,139,2026-01-29 07:49:58,34,390.36,Delivered"
"1312,160,124,2026-01-26 17:47:11,22,944.46, Cancelled"
"1313,18,104,2026-01-08 05:21:47,54,539.38, Cancelled"
"1314,131,105,2026-01-06 13:32:33,51,579.26, Cancelled"
"1315,195,113,2026-02-11 08:06:56,54,924.38,Delivered"
"1316,69,115,2026-01-25 01:10:45,53,344.61, Cancelled"
"1317,109,104,2026-02-09 19:16:54,30,756.29, Cancelled"
"1318,127,133,2026-01-11 13:40:26,43,781.21,Pending"
"1319,127,128,2026-01-19 05:24:01,60,510.48,Delivered"
"1320,91,113,2026-01-12 06:12:43,23,229.85,Delivered"
"1321,149,135,2026-01-19 11:51:57,46,782.23, Cancelled"
"1322,119,104,2026-01-04 15:22:46,49,237.91,Pending"
"1323,110,119,2026-02-03 03:14:58,51,753.5,Pending"
"1324,63,119,2026-01-27 16:23:29,52,799.49, Cancelled"
"1325,77,105,2026-01-12 04:47:37,46,809.75,Delivered"
"1326,154,138,2026-01-28 08:20:22,35,359.08, Cancelled"
"1327,113,116,2026-01-19 01:01:59,28,963.63, Cancelled"
"1328,75,150,2026-02-03 00:04:13,34,563.23,Delivered"
"1329,108,144,2026-02-05 22:01:06,34,428.13,Pending"
"1330,66,144,2026-02-08 05:21:38,53,781.19, Cancelled"
"1331,156,139,2026-02-03 19:39:31,43,930.39, Cancelled"
"1332,167,101,2026-01-21 09:32:27,35,610.02,Delivered"
"1333,84,102,2026-01-02 12:21:01,39,730.01, Cancelled"
"1334,167,111,2026-02-03 15:32:45,52,601.81,Pending"
"1335,67,108,2026-02-01 11:21:44,51,255.41,Pending"
"1336,151,148,2026-01-24 07:19:10,38,498.69, Cancelled"
"1337,76,110,2026-01-29 02:21:18,30,926.62,Delivered"
"1338,103,134,2026-01-29 01:20:18,44,356.2,Pending"
"1339,46,123,2026-01-06 17:05:29,28,627.73, Cancelled"
"1340,91,113,2026-02-12 05:31:36,21,254.3,Pending"
"1341,37,131,2026-01-24 08:22:30,60,809.68,Delivered"
"1342,130,134,2026-01-11 21:36:59,30,924.52,Pending"
"1343,53,149,2026-01-27 21:12:23,37,894.51,Pending"
"1344,93,133,2026-01-02 12:17:01,53,779.57, Cancelled"
"1345,180,118,2026-01-01 03:59:07,50,430.55,Delivered"
"1346,108,147,2026-01-10 19:08:19,48,394.93,Delivered"
"1347,19,106,2026-02-05 15:13:23,49,216.14,Pending"
"1348,121,116,2026-02-07 04:07:13,25,923.17,Delivered"
"1349,59,122,2026-01-19 06:58:27,47,987.61,Delivered"
"1350,94,128,2026-01-02 23:52:56,48,905.68, Cancelled"
"1351,118,140,2026-01-16 07:12:23,34,248.83,Pending"
"1352,155,130,2026-02-01 00:51:52,30,514.73, Cancelled"
"1353,41,124,2026-01-29 10:27:57,24,559.97, Cancelled"
"1354,182,138,2026-02-12 10:08:36,52,846.65,Delivered"
"1355,47,107,2026-01-13 14:49:14,24,834.15,Pending"
"1356,69,116,2026-01-12 14:10:28,46,537.39, Cancelled"
"1357,125,101,2026-01-24 15:49:06,21,258.91,Delivered"
"1358,82,121,2026-01-06 16:54:29,21,361.48, Cancelled"
"1359,84,134,2026-01-22 02:33:44,39,950.98,Pending"
"1360,156,137,2026-01-29 16:31:19,31,804.81, Cancelled"
"1361,130,119,2026-02-04 23:19:57,41,283.2,Pending"
"1362,170,129,2026-02-12 20:37:59,53,918.98,Delivered"
"1363,11,105,2026-01-05 07:49:26,41,715.38, Cancelled"
"1364,189,108,2026-01-31 21:30:11,29,953.42, Cancelled"
"1365,151,134,2026-01-31 02:24:13,44,880.52, Cancelled"
"1366,32,145,2026-02-11 06:23:20,60,663.55,Delivered"
"1367,56,148,2026-01-31 12:43:01,33,589.76, Cancelled"
"1368,12,148,2026-02-04 10:03:55,24,936.05,Delivered"
"1369,37,113,2026-01-11 11:23:14,60,463.43,Pending"
"1370,130,138,2026-02-12 20:42:22,22,596.66, Cancelled"
"1371,39,101,2026-02-12 21:02:29,36,635.46,Pending"
"1372,134,132,2026-02-13 10:34:18,56,747.68,Pending"
"1373,121,149,2026-01-23 18:00:26,59,426.99,Delivered"
"1374,171,112,2026-01-12 20:46:51,41,254.57,Pending"
"1375,41,127,2026-01-03 02:07:16,52,686.85,Delivered"
"1376,189,126,2026-01-05 11:26:49,32,620.5, Cancelled"
"1377,179,122,2026-01-22 09:44:27,52,476.61,Pending"
"1378,133,130,2026-01-01 07:02:39,24,731.48,Delivered"
"1379,199,126,2026-01-09 04:36:08,32,696.89,Pending"
"1380,32,134,2026-01-23 00:57:44,24,561.97,Delivered"
"1381,5,113,2026-01-08 13:10:36,39,841.17,Delivered"
"1382,40,146,2026-01-14 02:05:45,37,943.38,Delivered"
"1383,167,132,2026-01-30 19:45:56,56,427.75,Delivered"
"1384,167,147,2026-02-07 16:48:02,21,864.86, Cancelled"
"1385,178,131,2026-01-05 22:49:00,46,479.47,Delivered"
"1386,77,106,2026-01-02 20:41:13,40,206.93, Cancelled"
"1387,95,127,2026-02-03 20:25:27,48,729.61,Delivered"
"1388,6,149,2026-01-08 07:39:57,60,737.58,Delivered"
"1389,62,121,2026-01-09 04:27:38,34,819.23,Pending"
"1390,70,127,2026-02-08 08:28:16,43,919.62, Cancelled"
"1391,160,144,2026-02-01 12:02:26,25,931.07,Delivered"
"1392,168,115,2026-01-14 06:36:41,58,566.39,Delivered"
"1393,104,134,2026-02-09 03:52:08,49,268.18, Cancelled"
"1394,94,150,2026-01-25 12:48:16,20,218.37,Pending"
"1395,152,146,2026-01-25 10:10:35,38,567.16,Pending"
"1396,158,135,2026-01-02 23:29:25,48,580.94,Delivered"
"1397,145,126,2026-01-13 12:10:58,43,346.91, Cancelled"
"1398,112,140,2026-02-05 04:35:34,20,439.29,Pending"
"1399,148,140,2026-02-06 21:17:02,36,521.68, Cancelled"
"1400,95,143,2026-01-10 13:53:54,23,961.29, Cancelled"
"1401,70,145,2026-02-08 01:58:15,32,567.72, Cancelled"
"1402,88,118,2026-02-09 13:19:07,40,833.96,Delivered"
"1403,53,120,2026-01-30 19:20:11,59,519.17,Pending"
"1404,177,108,2026-01-26 18:28:21,34,824.51, Cancelled"
"1405,162,108,2026-01-02 08:29:54,54,766.04,Delivered"
"1406,199,115,2026-02-05 10:53:21,44,506.32, Cancelled"
"1407,87,133,2026-01-21 05:36:35,51,344.59,Delivered"
"1408,131,103,2026-01-21 03:01:51,29,622.63, Cancelled"
"1409,127,147,2026-02-05 16:37:26,21,685.87,Delivered"
"1410,104,131,2026-01-08 23:15:28,20,883.8, Cancelled"
"1411,23,136,2026-02-10 14:55:38,24,821.23,Delivered"
"1412,61,128,2026-01-27 14:09:28,41,402.45,Pending"
"1413,52,111,2026-01-18 05:18:55,36,734.17,Pending"
"1414,35,108,2026-02-04 05:26:11,46,959.12,Pending"
"1415,59,145,2026-01-18 12:35:42,55,360.46,Pending"
"1416,123,115,2026-01-15 05:59:13,50,981.05,Pending"
"1417,69,101,2026-02-06 05:03:21,25,353.74, Cancelled"
"1418,68,146,2026-01-22 14:58:33,28,474.87,Pending"
"1419,14,136,2026-01-22 17:50:52,40,984.86,Pending"
"1420,129,118,2026-01-31 15:53:23,34,249.74,Delivered"
"1421,158,109,2026-01-31 05:53:14,60,605.35,Delivered"
"1422,153,119,2026-01-20 03:52:32,21,715.94, Cancelled"
"1423,149,141,2026-01-22 19:21:00,39,247.31,Pending"
